Genus	Local	pFDA
Thermacetogenium	0	1.19793992666691e-05
Thermodesulfobium	0	2.39587985333382e-05
Acetohalobium	0	1.19793992666691e-05
Gottschalkia	0	7.18763956000146e-05
Faecalibaculum	0	1.19793992666691e-05
Ndongobacter	0	1.19793992666691e-05
Segniliparus	0	2.39587985333382e-05
Lawsonella	0	1.19793992666691e-05
Pseudopropionibacterium	0	0.000107814593400022
Acidipropionibacterium	0	3.59381978000073e-05
Friedmanniella	0	8.38557948666837e-05
Actinopolymorpha	0	2.39587985333382e-05
Pimelobacter	0	1.19793992666691e-05
Psychromicrobium	0	4.79175970666764e-05
Renibacterium	0	1.19793992666691e-05
Sinomonas	0	1.19793992666691e-05
Leifsonia	0	0.00013177339193336
Microterricola	0	2.39587985333382e-05
Humibacter	0	1.19793992666691e-05
Rhodoluna	0	1.19793992666691e-05
Cnuibacter	0	1.19793992666691e-05
Paraoerskovia	0	7.18763956000146e-05
Xylanimonas	0	9.58351941333528e-05
Intrasporangium	0	4.79175970666764e-05
Kytococcus	0	2.39587985333382e-05
Luteipulveratus	0	2.39587985333382e-05
Miniimonas	0	7.18763956000146e-05
Beutenbergia	0	1.19793992666691e-05
Sanguibacter	0	3.59381978000073e-05
Austwickia	0	1.19793992666691e-05
Saccharopolyspora	0	5.98969963333455e-05
Alloactinosynnema	0	4.79175970666764e-05
Salinispora	0	0.000155732190466698
Parascardovia	0	4.79175970666764e-05
Actinotignum	0	5.98969963333455e-05
Mobiluncus	0	3.59381978000073e-05
Jatrophihabitans	0	4.79175970666764e-05
Thermobifida	0	3.59381978000073e-05
Thermomonospora	0	2.39587985333382e-05
Modestobacter	0	8.38557948666837e-05
CandidatusPlanktophila	0	9.58351941333528e-05
Stackebrandtia	0	2.39587985333382e-05
Thermobispora	0	1.19793992666691e-05
Libanicoccus	0	0.00125783692300026
Gordonibacter	0	0.000203649787533375
Denitrobacterium	0	1.19793992666691e-05
Cryptobacterium	0	1.19793992666691e-05
Acidimicrobium	0	2.39587985333382e-05
Raphidiopsis	0	4.79175970666764e-05
Anabaenopsis	0	1.19793992666691e-05
Cyanothece	0	0.000383340776533411
Geitlerinema	0	1.19793992666691e-05
Gloeocapsa	0	7.18763956000146e-05
Halothece	0	7.18763956000146e-05
