Genus	Basepaws_WGS1	Basepaws_WGS2	Basepaws_WGS2SUB1	Basepaws_WGS2SUB2	Basepaws_WGS2SUB3	Bristle1	Nebula_lcWGS	SequencingDotCom_WGS	Veritas_WGS
Dolichospermum	223	0	0	0	0	7	5	0	76
Sphaerospermopsis	182	0	0	0	0	2	1	0	32
Nodularia	162	0	0	0	0	0	0	0	9
Anabaenopsis	95	0	0	0	0	0	0	0	0
Raphidiopsis	47	0	0	0	0	0	0	0	14
Rivularia	375	0	0	0	0	2	0	0	48
Microchaete	143	0	0	0	0	4	1	0	52
Scytonema	372	0	0	0	0	3	2	0	43
Fischerella	297	0	0	0	0	0	0	0	58
Gloeothece	295	0	0	0	0	0	0	0	0
Crocosphaera	153	0	0	0	0	0	1	0	0
CandidatusAtelocyanobacterium	134	0	0	0	0	0	1	0	0
Halothece	77	0	0	0	0	0	0	0	0
Euhalothece	50	0	0	0	0	1	0	0	0
Rippkaea	112	0	0	0	0	0	0	0	0
Geminocystis	514	0	0	0	0	1	0	0	0
Chondrocystis	198	0	0	0	0	1	2	0	0
Gloeocapsa	104	0	0	0	0	1	2	0	0
Microcystis	393	0	0	0	0	0	4	0	0
Cyanobacterium	128	0	0	0	0	0	0	0	0
Trichodesmium	292	0	0	0	0	1	1	0	0
Microcoleus	141	0	0	0	0	2	0	0	0
Arthrospira	93	0	0	0	0	0	0	0	0
Planktothrix	86	0	0	0	0	1	0	0	0
Limnospira	53	0	0	0	0	0	0	0	0
Moorea	228	0	0	0	0	3	0	0	0
Oscillatoria	161	0	0	0	0	2	4	0	0
Crinalium	122	0	0	0	0	1	1	0	0
Cyanothece	81	0	0	0	0	1	0	0	0
Geitlerinema	63	0	0	0	0	0	0	0	0
Synechococcus	851	15586	254	10528	4803	7	11	0	102
CandidatusIzimaplasma	89	319	0	218	94	0	0	0	6
Thermus	947	0	0	0	0	2	16	0	36
Meiothermus	85	0	0	0	0	2	0	0	172
Oceanithermus	19	0	0	0	0	0	4	0	8
Marinithermus	15	0	0	0	0	0	0	0	3
Deinococcus	791	0	0	0	0	6	2	0	26
Truepera	17	0	0	0	0	0	0	0	0
Dehalococcoides	620	3668	0	2394	1208	9	0	0	167
Dehalogenimonas	15	312	0	215	86	0	0	0	1
Anaerolinea	84	742	0	484	246	0	0	0	1
Brevefilum	42	121	0	82	37	0	0	0	1
Pelolinea	36	630	0	419	201	0	0	0	0
Roseiflexus	101	2129	0	1439	657	1	0	0	2
Chloroflexus	67	923	0	625	283	0	0	0	5
Ktedonosporobacter	98	372	0	249	115	0	0	0	6
CandidatusPromineofilum	84	2772	0	1898	828	0	0	0	1
Sphaerobacter	56	2510	0	1719	749	0	2	0	0
Thermomicrobium	13	502	0	326	168	0	0	0	1
Caldilinea	64	738	0	490	233	0	0	0	1
Tepidiforma	8	1547	0	1056	483	0	0	0	2
Fimbriimonas	32	993	0	657	326	1	0	0	0
Chthonomonas	16	789	0	510	273	0	0	0	0
Thermobaculum	81	512	0	333	173	0	3	0	1
Chryseobacterium	6428	349453	4944	232251	112261	100	70	0	722
Flavobacterium	4720	71195	1056	47017	23121	56	47	0	512
Polaribacter	2208	15095	264	9799	5030	22	2	0	341
Capnocytophaga	1494	10126316	146359	6631560	3348323	1089	575	0	177
Elizabethkingia	1414	38855	535	25659	12660	24	22	0	308
Tenacibaculum	1220	12997	169	8532	4294	9	6	0	229
Formosa	1073	9708	139	6354	3213	11	7	0	93
Cellulophaga	838	7010	101	4529	2379	7	2	0	125
Aquimarina	802	7069	103	4586	2380	6	2	0	106
Myroides	708	11524	152	7595	3776	13	8	0	40
Maribacter	707	9471	177	6254	3038	11	3	0	29
Gramella	655	8516	140	5641	2734	2	2	0	39
Lacinutrix	632	5926	85	3934	1907	0	1	0	68
Algibacter	620	5642	61	3723	1856	7	0	0	58
Winogradskyella	603	6666	91	4357	2217	3	3	0	43
Empedobacter	505	3450	59	2273	1116	6	9	0	166
Nonlabens	502	12848	184	8549	4114	3	3	0	43
Dokdonia	463	7997	111	5255	2630	6	2	0	20
Kordia	400	5315	74	3449	1791	3	0	0	61
Salegentibacter	325	4212	80	2800	1330	2	0	0	38
Olleya	300	1755	16	1159	579	2	1	0	28
Riemerella	296	44945	691	29740	14514	4	3	0	31
Apibacter	257	2739	30	1782	926	0	0	0	44
Psychroflexus	231	2945	44	1933	966	0	0	0	13
Ornithobacterium	228	11974	170	7898	3903	8	0	0	28
Aequorivita	224	6357	89	4205	2063	5	0	0	39
Antarcticibacterium	206	3848	66	2610	1172	6	0	0	60
Urechidicola	203	2140	34	1377	727	0	3	0	30
Lutibacter	200	2884	38	1922	922	4	0	0	22
Arenibacter	196	2071	20	1349	701	3	0	0	8
Flavivirga	184	1116	17	668	430	2	4	0	47
Cloacibacterium	175	22211	308	14659	7243	9	4	0	7
Mariniflexile	168	2386	49	1565	771	2	0	0	19
Tamlana	158	1450	18	975	457	2	1	0	31
Psychroserpens	151	1091	10	692	388	1	0	0	19
Euzebyella	150	3077	49	2072	955	1	0	0	4
Wenyingzhuangia	145	1396	19	895	481	5	2	0	22
Seonamhaeicola	145	2482	32	1643	805	3	0	0	22
Muricauda	141	3512	59	2344	1108	2	0	0	18
Siansivirga	131	1366	37	843	485	1	0	0	8
Changchengzhania	127	1253	16	811	425	1	0	0	16
Croceibacter	119	2207	35	1447	723	4	4	0	16
Gillisia	110	1784	25	1193	565	0	1	0	14
Marinirhabdus	104	1041	16	667	356	1	3	0	5
Sediminicola	103	1127	14	764	347	1	3	0	13
Zunongwangia	101	2611	57	1729	824	1	0	0	6
Zobellia	101	1649	20	1071	558	2	2	0	1
Oceanihabitans	93	648	5	416	226	4	0	0	9
Aureitalea	92	1005	18	652	333	2	0	0	9
Flagellimonas	81	1164	15	780	368	1	0	0	6
Muriicola	79	1393	13	919	460	0	0	0	6
Weeksella	75	1341	17	888	436	1	3	0	1
Bergeyella	54	18847	242	12549	6055	7	4	0	5
Robiginitalea	49	2005	41	1330	633	1	4	0	2
Gilvibacter	28	1827	17	1246	563	1	8	0	2
Blattabacterium	477	4504	78	2891	1533	2	1	0	93
Fluviicola	203	1662	20	1118	522	2	0	0	26
CandidatusSulcia	113	509	3	320	185	3	2	0	27
CandidatusWalczuchella	1	98	1	60	37	1	0	0	6
Owenweeksia	87	2397	37	1631	729	4	3	0	2
Ichthyobacterium	79	1489	19	992	477	0	0	0	8
Spirosoma	1287	11394	193	7624	3576	13	14	0	72
Runella	324	2605	36	1767	802	7	1	0	21
Rhodocytophaga	309	2335	31	1574	729	4	0	0	34
Dyadobacter	278	5108	73	3402	1632	1	2	0	51
Fibrella	171	2531	54	1647	828	1	6	0	16
Arcticibacterium	122	1106	14	720	370	2	1	0	18
Cytophaga	85	1565	25	1005	534	6	5	0	24
Allopseudarcicella	61	1320	14	856	449	0	0	0	3
Leadbetterella	51	1600	16	1050	534	3	0	0	0
Fibrisoma	12	6	0	4	2	0	0	0	0
Hymenobacter	893	19611	274	13249	6088	6	26	0	65
Pontibacter	438	8746	129	5829	2788	6	5	0	72
Rufibacter	230	4750	68	3150	1531	1	3	0	20
Nibribacter	65	1603	28	1043	532	3	3	0	6
Echinicola	375	8429	117	5678	2633	2	5	0	25
Cyclobacterium	375	3766	57	2489	1219	4	2	0	19
Algoriphagus	222	1484	25	989	469	3	0	0	8
Aquiflexum	166	1866	26	1257	582	2	0	0	14
Belliella	128	1413	14	951	447	0	0	0	10
Flammeovirga	524	3003	53	1952	998	10	8	0	78
Fabibacter	270	1074	17	708	348	0	0	0	16
Marivirga	206	1815	28	1197	589	0	3	0	7
Bernardetia	360	2062	36	1326	698	2	6	0	36
Chryseolinea	83	2360	37	1585	738	1	5	0	75
CandidatusCardinium	88	1125	14	740	371	0	0	0	35
CandidatusAmoebophilus	35	6111	95	4026	1988	0	4	0	2
Persicobacter	110	698	6	452	240	1	0	0	9
Bacteroides	2199	308607	4846	205184	98579	152	282	0	298
Prevotella	875	232656	3642	155230	73784	11609	14940	0	1201
Paraprevotella	71	6529	102	4353	2073	6	17	0	10
Alloprevotella	46	5370	79	3628	1662	13	31	0	1
Porphyromonas	359	2025521	33456	1355280	636775	171	234	0	25
Fermentimonas	89	4416	64	2917	1434	1	0	0	14
Petrimonas	62	10877	196	7279	3401	2	7	0	2
Tannerella	194	3808081	59572	2554993	1193547	161	576	0	68
Parabacteroides	157	26541	387	17726	8427	8	23	0	15
Alistipes	260	22363	361	14898	7104	20	63	0	20
Mucinivorans	43	5286	80	3533	1672	2	3	0	16
CandidatusAzobacteroides	157	1530	30	978	521	0	5	0	35
Butyricimonas	107	6836	111	4486	2241	1	16	0	0
Odoribacter	90	6635	102	4381	2148	5	9	0	6
Muribaculum	116	15260	223	10216	4820	11	37	0	15
Paludibacter	141	12140	208	8141	3790	2	0	0	8
Proteiniphilum	58	6128	95	4077	1955	6	3	0	1
Barnesiella	47	9073	119	6000	2953	11	11	0	3
Draconibacterium	118	6718	106	4470	2140	8	4	0	25
Labilibaculum	221	3532	56	2369	1106	2	1	0	26
Alkalitalea	115	3161	49	2116	996	2	0	0	12
Salinivirga	113	1229	17	807	404	2	0	0	8
Mucilaginibacter	1557	16240	265	10804	5170	19	33	0	422
Pedobacter	1444	13364	199	8737	4428	15	5	0	184
Sphingobacterium	1355	24370	364	16250	7758	25	26	0	170
Pseudopedobacter	220	1287	23	852	411	2	1	0	7
Solitalea	159	2829	58	1883	887	2	3	0	14
Olivibacter	55	2277	16	1504	751	0	0	0	14
Anseongella	41	1486	14	1004	467	0	2	0	2
Chitinophaga	1104	13111	230	8711	4168	5	16	0	146
Arachidicoccus	569	3996	68	2639	1288	7	8	0	75
Flavisolibacter	208	3503	64	2337	1101	3	1	0	8
Pseudobacter	187	914	19	625	269	0	1	0	5
Niabella	177	3460	44	2337	1078	2	2	0	27
Panacibacter	164	2279	34	1501	744	0	1	0	26
Niastella	145	983	11	664	307	0	0	0	4
Paraflavitalea	118	1585	23	1035	527	0	2	0	0
Filimonas	113	1312	11	851	450	0	1	0	9
Flavihumibacter	46	1625	20	1087	516	0	2	0	0
Salinibacter	93	1215	17	812	385	0	0	0	1
Rhodothermus	67	3896	65	2657	1173	0	2	0	1
Saprospira	90	464	4	307	153	0	2	0	3
Haliscomenobacter	86	2858	51	1938	868	3	0	0	2
Chlorobium	166	6136	101	4062	1972	4	0	0	22
Pelodictyon	154	701	9	459	231	0	1	0	0
Prosthecochloris	92	3558	65	2326	1166	0	0	0	4
Chlorobaculum	84	4981	83	3299	1597	2	3	0	3
Chloroherpeton	70	978	15	648	314	0	0	0	3
Ignavibacterium	155	521	8	353	160	0	2	0	24
Melioribacter	75	262	4	161	97	1	0	0	22
CandidatusCyclonatronum	52	1350	22	932	395	0	0	0	16
Gemmatirosa	153	2245	21	1549	674	0	0	0	10
Gemmatimonas	122	2812	44	1873	893	0	1	0	2
Fibrobacter	64	1225	23	827	375	1	1	0	5
CandidatusCloacimonas	56	657	9	435	213	0	0	0	12
Planctomyces	135	2363	0	1596	726	1	4	0	2
Rubinisphaera	131	683	0	457	215	0	0	0	5
Planctopirus	101	449	0	331	111	0	0	0	5
Gimesia	91	1753	0	1205	537	0	0	0	5
Bremerella	63	1411	0	939	444	2	0	0	2
Fuerstia	62	2062	0	1401	632	0	0	0	3
Crateriforma	46	605	0	388	206	0	0	0	0
Gemmata	244	3217	0	2184	998	0	0	0	8
Tuwongella	68	830	0	548	269	1	0	0	1
Mariniblastus	112	425	0	306	115	0	0	0	5
Pirellula	87	748	0	498	242	0	0	0	15
Rhodopirellula	43	466	0	303	155	7	3	0	4
Roseimaritima	40	1101	0	734	351	0	1	0	8
Bythopirellula	55	159	0	109	49	0	0	0	0
Thermogutta	46	856	0	585	265	0	0	0	0
Aquisphaera	135	2482	0	1684	766	5	2	0	4
Singulisphaera	68	1557	0	1104	431	0	0	0	1
Paludisphaera	48	934	0	649	266	0	0	0	0
Isosphaera	42	759	0	520	231	4	0	0	17
Sedimentisphaera	86	879	0	569	286	2	1	0	18
Limihaloglobus	78	343	0	233	101	2	0	0	10
Anaerohalosphaera	63	1343	0	954	366	0	0	0	4
Phycisphaera	61	1660	0	1129	506	0	0	0	1
CandidatusKuenenia	115	241	0	139	100	0	0	0	7
Chlamydia	1145	2861	0	1899	934	4	0	0	71
CandidatusProtochlamydia	133	532	0	353	175	0	0	0	4
Parachlamydia	104	253	0	163	88	0	2	0	13
Neochlamydia	89	634	0	428	192	0	0	0	2
Waddlia	49	135	0	87	43	2	1	0	1
Simkania	49	248	0	135	105	9	2	0	165
Lacunisphaera	101	1786	0	1212	548	0	0	0	1
Ereboglobus	101	3190	0	2133	1014	0	0	0	10
Opitutus	91	2805	0	1852	911	2	7	0	15
Nibricoccus	43	1323	0	893	411	2	0	0	1
Coraliomargarita	46	819	0	527	280	0	0	0	2
Verrucomicrobium	91	2261	0	1520	710	1	3	0	14
Roseimicrobium	90	1050	0	699	339	1	2	0	27
Akkermansia	124	3179	0	2101	1032	0	1	0	7
Methylacidiphilum	192	1592	0	1103	473	0	1	0	7
CandidatusXiphinematobacter	8	16	0	7	7	0	0	0	0
Kiritimatiella	54	1502	0	1039	449	2	0	0	4
Fusobacterium	4234	600261	0	370921	220659	3406	795	0	1810
Ilyobacter	139	2500	0	1510	946	0	0	0	43
Leptotrichia	1531	112694	0	71184	39886	653	110	0	454
Sebaldella	156	3961	0	2531	1373	1	0	0	40
Streptobacillus	147	3614	0	2283	1287	6	0	0	38
Sneathia	106	3276	0	2141	1101	0	0	0	11
Borrelia	1240	2942	0	1778	1112	9	5	0	173
Borreliella	792	1785	0	1075	686	20	10	0	270
Treponema	982	1594465	0	1031715	540471	24	35	0	88
Spirochaeta	340	2644	0	1742	862	4	7	0	156
Oceanispirochaeta	105	1042	0	671	355	0	0	0	14
Sphaerochaeta	102	4316	0	2883	1372	2	3	0	9
Sediminispirochaeta	58	702	0	462	227	0	0	0	8
Salinispira	41	833	0	565	250	0	0	0	2
Brachyspira	1103	5440	0	3403	1960	13	0	0	220
Leptospira	1008	6300	0	4119	2057	3	2	0	114
Turneriella	31	598	0	389	204	1	0	0	2
Thermotoga	1698	3139	0	2056	1033	2	0	0	2
Pseudothermotoga	169	768	0	538	217	2	0	0	5
Thermosipho	337	1813	0	1172	611	2	0	0	31
Fervidobacterium	194	552	0	365	176	3	0	0	18
Defluviitoga	183	1066	0	657	385	1	0	0	10
Marinitoga	109	543	0	311	218	0	0	0	20
Petrotoga	77	842	0	553	267	0	0	0	9
Mesotoga	80	305	0	211	91	0	0	0	3
Kosmotoga	46	794	0	527	253	2	0	0	2
Athalassotoga	19	638	0	428	199	0	0	0	8
Terriglobus	185	3612	0	2446	1123	3	1	0	23
Granulicella	183	3224	0	2170	1000	0	2	0	15
Acidisarcina	86	1159	0	762	381	1	0	0	15
Acidobacterium	68	993	0	672	299	0	1	0	41
CandidatusKoribacter	40	1695	0	1150	524	0	1	0	0
Edaphobacter	35	532	0	327	192	0	0	0	1
CandidatusSolibacter	107	1259	0	862	380	1	0	0	15
Luteitalea	82	1812	0	1246	543	0	0	0	8
Chloracidobacterium	30	1088	0	732	341	0	0	0	0
Sulfurihydrogenibium	215	713	0	463	242	0	0	0	6
Persephonella	51	183	0	119	59	0	1	0	11
Hydrogenobaculum	101	260	0	145	106	0	0	0	48
Hydrogenobacter	62	306	0	205	95	0	0	0	0
Thermocrinis	57	689	0	480	203	0	1	0	23
Aquifex	31	919	0	619	287	0	3	0	70
Thermosulfidibacter	42	397	0	245	146	0	1	0	1
Desulfurobacterium	73	349	0	205	142	1	0	0	3
Thermovibrio	37	63	0	37	23	0	0	0	0
CandidatusBabela	113	358	0	220	127	2	0	0	15
CandidatusBipolaricaulis	32	61	0	42	18	0	0	0	0
Vampirococcus	18	304	0	203	98	0	0	0	1
Deferribacter	155	1055	0	669	364	2	1	0	38
Calditerrivibrio	113	504	0	335	164	0	0	0	3
Flexistipes	88	164	0	95	66	3	3	0	2
Geovibrio	67	1578	0	1074	484	0	0	0	4
Denitrovibrio	21	440	0	296	136	1	0	0	0
Thermodesulfobacterium	224	1160	0	775	371	0	2	0	13
Caldimicrobium	74	238	0	147	84	0	0	0	11
Thermodesulfatator	68	390	0	237	146	0	0	0	0
Nitrospira	118	6052	0	4040	1916	0	0	0	4
Leptospirillum	105	1032	0	692	316	1	2	0	5
Thermodesulfovibrio	85	391	0	262	122	0	0	0	2
Aminobacterium	53	996	0	663	323	0	0	0	0
Cloacibacillus	52	1635	0	1080	531	0	0	0	0
Aminomonas	50	3357	0	2235	1072	0	0	0	1
Thermovirga	40	688	0	442	228	0	0	0	1
Acetomicrobium	35	1251	0	828	406	0	1	0	5
Thermanaerovibrio	20	2624	0	1757	822	0	0	0	0
Jonquetella	18	1022	0	688	322	0	0	0	0
Elusimicrobium	74	1445	0	996	426	0	0	0	19
Endomicrobium	59	265	0	184	73	0	1	0	0
Dictyoglomus	182	907	0	594	297	0	0	0	31
Caldithrix	133	1677	0	1097	558	1	0	0	6
Caldisericum	61	612	0	399	203	0	0	0	10
Coprothermobacter	37	95	0	56	37	1	1	0	0
Desulfurispirillum	20	1260	0	838	386	0	1	0	2
Gammaretrovirus	18512	20094	0	13373	6414	0	0	0	0
Lentivirus	13	20	0	13	5	0	0	0	0
Betaretrovirus	4	8	0	5	3	0	0	0	0
Spumavirus	7	7	0	2	5	0	0	0	0
Simiispumavirus	3	12	0	10	2	0	0	0	0
Caulimovirus	9	4	0	2	2	0	0	0	0
Solendovirus	7	9	0	5	3	0	0	0	0
Soymovirus	6	12	0	6	4	0	0	0	0
Cavemovirus	1	0	0	0	0	0	0	0	0
Badnavirus	1	210	0	144	66	0	0	0	0
Tequatrovirus	111	125	0	77	41	0	0	0	0
Moonvirus	18	16	0	10	6	0	0	0	6
Dhakavirus	14	13	0	11	2	0	0	0	0
Jiaodavirus	14	16	0	12	4	0	0	0	0
Krischvirus	13	16	0	13	0	0	0	0	0
Schizotequatrovirus	8	157	0	94	61	0	0	0	0
Gaprivervirus	6	4	0	3	1	0	0	0	0
Karamvirus	3	5	0	2	3	0	0	0	0
Gelderlandvirus	2	25	0	14	11	0	0	0	0
Alcyoneusvirus	66	58	0	30	28	0	0	0	6
Eneladusvirus	51	68	0	47	19	1	0	0	5
Firehammervirus	24	26	0	17	8	0	0	0	1
Fletchervirus	14	0	0	0	0	0	0	0	0
Tegunavirus	29	20	0	13	0	0	0	0	7
Asteriusvirus	24	21	0	14	7	0	0	0	0
Mooglevirus	21	17	0	14	3	0	0	0	0
Phikzvirus	21	15	0	13	2	0	0	0	0
Metrivirus	21	26	0	14	10	0	0	0	0
Certrevirus	11	415	0	266	141	0	0	0	0
Avunavirus	5	2	0	1	1	0	0	0	0
Seunavirus	1	0	0	0	0	0	0	0	0
Erskinevirus	17	19	0	15	4	0	0	0	0
Tidunavirus	15	20	0	14	5	0	0	0	0
Polybotosvirus	13	13	0	7	4	0	0	0	0
Chakrabartyvirus	11	4	0	1	3	0	0	0	0
Bixzunavirus	9	31	0	18	13	0	0	0	0
Risingsunvirus	9	8	0	5	2	0	0	0	0
Jilinvirus	8	2	0	0	2	0	0	0	0
Plaisancevirus	7	20	0	8	11	0	0	0	0
Svunavirus	6	13	0	11	2	0	0	0	0
Ionavirus	6	60	0	43	17	0	0	0	0
Iapetusvirus	6	4	0	3	1	0	0	0	0
Popoffvirus	5	5	0	5	0	0	0	0	0
Nankokuvirus	4	4	0	3	1	0	0	0	0
Ripduovirus	4	3	0	3	0	0	0	0	0
Aphroditevirus	3	6	0	5	1	0	0	0	0
Elvirus	3	6	0	3	3	0	0	0	0
Pakpunavirus	1	0	0	0	0	0	0	0	0
Ficleduovirus	1	2	0	2	0	0	0	0	0
Agricanvirus	1	1	0	1	0	0	0	0	0
Seoulvirus	1	0	0	0	0	0	0	0	0
Radnorvirus	1	0	0	0	0	0	0	0	1
Chiangmaivirus	1	1	0	1	0	0	0	0	0
Busanvirus	1	0	0	0	0	0	0	0	0
Ravinvirus	81	9	0	7	1	0	0	0	0
Hendrixvirus	46	7	0	4	2	0	0	0	0
Phietavirus	34	114	0	73	38	0	0	0	5
Skunavirus	31	20	0	13	7	0	0	0	0
Fromanvirus	31	109	0	78	30	0	1	0	0
Samistivirus	16	62	0	43	18	0	0	0	0
Efquatrovirus	13	330	0	224	98	0	0	0	0
Hanrivervirus	4	1	0	0	1	0	0	0	0
Tunavirus	3	3	0	3	0	0	0	0	0
Nonagvirus	11	9	0	0	4	0	0	0	0
Phicbkvirus	10	43	0	30	11	0	0	0	0
Steinhofvirus	10	1	0	0	1	0	0	0	0
Brujitavirus	9	11	0	11	0	0	0	0	0
Elerivirus	9	8	0	7	1	0	0	0	0
Wilnyevirus	9	4	0	3	1	0	0	0	0
Timquatrovirus	8	195	0	132	60	0	0	0	0
Likavirus	1	1	0	0	1	0	0	0	0
Ceetrepovirus	8	0	0	0	0	0	0	0	0
Abidjanvirus	8	4	0	1	3	0	0	0	0
Nonanavirus	7	17	0	15	2	37	43	0	1886
Sextaecvirus	7	6	0	3	3	0	0	0	0
Omegavirus	6	4	0	4	0	0	0	0	0
Kojivirus	6	4	0	2	2	0	0	0	1
Tequintavirus	6	10	0	7	3	0	0	0	0
Trigintaduovirus	6	11	0	10	1	0	0	0	0
Ilzatvirus	6	18	0	13	5	0	0	0	0
Priunavirus	6	7	0	2	5	0	0	0	0
Saundersvirus	4	5	0	4	1	0	0	0	1
Phayoncevirus	4	0	0	0	0	0	0	0	0
Nickievirus	4	9	0	6	3	0	0	0	0
Weaselvirus	4	7	0	5	2	0	0	0	0
Barnyardvirus	4	5	0	3	2	0	0	0	0
Korravirus	4	2	0	1	1	0	0	0	0
Samunavirus	3	11	0	7	3	0	0	0	0
Amigovirus	3	2	0	1	1	0	0	0	0
Sanovirus	3	6	0	5	1	0	0	0	0
Detrevirus	2	0	0	0	0	0	0	0	0
Pikminvirus	2	4	0	3	1	0	0	0	0
Andromedavirus	2	16	0	13	2	0	0	0	3
Getseptimavirus	1	1	0	1	0	0	0	0	0
Orchidvirus	1	0	0	0	0	0	0	0	0
Galunavirus	1	0	0	0	0	0	0	0	0
Demosthenesvirus	1	0	0	0	0	0	0	0	0
Kagunavirus	1	0	0	0	0	0	0	0	0
Nanhaivirus	1	0	0	0	0	0	0	0	0
Teseptimavirus	15	9	0	7	0	0	0	0	0
Phikmvvirus	10	0	0	0	0	0	0	0	0
Zindervirus	6	3	0	1	2	0	0	0	1
Friunavirus	2	8	0	5	3	0	0	0	0
Lederbergvirus	52	2	0	1	1	0	0	0	0
Salasvirus	9	13	0	6	5	0	0	0	0
Ithacavirus	14	17	0	13	4	0	0	0	0
Kafunavirus	13	7	0	5	2	0	0	0	0
Bjornvirus	8	7	0	5	2	0	0	0	0
Pagevirus	7	7	0	3	4	0	0	0	0
Jasminevirus	7	5	0	5	0	0	0	0	0
Baltimorevirus	2	38	0	22	16	0	0	0	0
Schmidvirus	1	5	0	5	0	0	0	0	0
Gamaleyavirus	1	6	0	3	3	0	0	0	0
Litunavirus	1	0	0	0	0	0	0	0	0
Wphvirus	41	38	0	25	11	0	0	0	0
Bequatrovirus	19	23	0	15	7	0	0	0	0
Nitunavirus	12	33	0	21	10	0	0	0	0
Tsarbombavirus	12	0	0	0	0	0	0	0	0
Agatevirus	8	5	0	3	2	0	0	0	0
Caeruleovirus	8	13	0	8	1	0	0	0	0
Kayvirus	39	45	0	29	16	0	0	0	3
Okubovirus	11	16	0	9	6	0	0	0	0
Pecentumvirus	14	9	0	6	3	0	0	0	4
Kochikohdavirus	7	12	0	12	0	0	0	0	5
Pandoravirus	798	2055	0	1346	691	9	6	0	321
Pithovirus	1	35	0	22	13	0	0	0	0
Orthobunyavirus	39	39	0	24	13	0	0	0	0
Phlebovirus	14	10	0	6	4	0	0	0	0
Tenuivirus	12	19	0	11	8	0	0	0	0
Phasivirus	4	80	0	53	24	0	0	0	0
Orthotospovirus	18	288	0	188	98	0	0	0	0
Orthonairovirus	15	4	0	1	3	0	0	0	0
Striwavirus	8	14	0	7	7	0	0	0	0
Orthohantavirus	5	4	0	2	2	0	0	0	5
Thottimvirus	2	2	0	2	0	0	0	0	0
Orthophasmavirus	6	69	0	41	27	0	0	0	0
Reptarenavirus	3	5	0	1	4	0	0	0	0
Mammarenavirus	1	1	0	1	0	0	0	0	0
Emaravirus	2	11	0	6	5	0	0	0	3
Ephemerovirus	35	18	0	13	4	0	0	0	6
Hapavirus	15	21	0	14	6	0	0	0	0
Nucleorhabdovirus	11	10	0	7	3	0	0	0	0
Dichorhavirus	1	0	0	0	0	0	0	0	7
Lyssavirus	1	5	0	3	2	0	0	0	0
Morbillivirus	10	1	0	0	0	0	0	0	0
Respirovirus	6	0	0	0	0	0	0	0	1
Henipavirus	4	1	0	0	1	0	0	0	0
Jeilongvirus	1	31	0	19	12	0	0	0	0
Pararubulavirus	18	9	0	2	7	0	0	0	0
Avulavirus	7	21	0	12	8	0	0	0	0
Anphevirus	4	3	0	1	2	0	0	0	0
Ebolavirus	4	5	0	2	2	0	0	0	0
Carbovirus	3	4	0	2	2	0	0	0	0
Nepovirus	13	16	0	7	9	0	0	0	1
Fabavirus	1	0	0	0	0	0	0	0	1
Comovirus	1	0	0	0	0	0	0	0	0
Waikavirus	5	5	0	3	2	0	0	0	0
Cheravirus	1	0	0	0	0	0	0	0	0
Iflavirus	9	18	0	11	7	0	0	0	0
Enterovirus	9	14	0	12	2	0	0	0	0
Cosavirus	5	10	0	8	2	0	0	0	0
Hepatovirus	3	5	0	1	4	0	0	0	0
Betacoronavirus	15	29	0	22	6	0	0	0	0
Alphacoronavirus	14	7	0	1	6	0	0	0	0
Alphamononivirus	5	11	0	7	4	0	0	0	0
Epsilonarterivirus	4	2	0	1	1	0	0	0	0
Charybnivirus	2	0	0	0	0	0	0	0	0
Potyvirus	38	55	0	27	27	0	0	0	5
Bymovirus	5	7	0	4	3	0	0	0	0
Deltaflexivirus	10	5	0	3	2	0	0	0	0
Allexivirus	6	2	0	1	1	0	0	0	0
Potexvirus	4	1	0	1	0	0	0	0	0
Tymovirus	6	14	0	12	2	0	0	0	1
Foveavirus	4	3	0	1	2	0	0	0	0
Orbivirus	10	11	0	8	3	0	0	0	0
Rotavirus	7	2	0	2	0	0	0	0	0
Cypovirus	9	3	0	2	1	0	0	0	0
Coltivirus	1	1	0	0	1	0	0	0	0
Alphavirus	15	8	0	3	5	0	0	0	0
Flavivirus	12	22	0	14	8	0	0	0	0
Crinivirus	6	4	0	3	1	0	0	0	0
Velarivirus	1	1	0	1	0	0	0	0	0
Alphachrysovirus	6	3	0	2	1	0	0	0	0
Chrysovirus	1	7	0	6	1	0	0	0	0
Tobravirus	5	9	0	7	2	0	0	0	0
Tobamovirus	2	7	0	6	1	0	0	0	0
Betapartitivirus	3	12	0	10	2	0	0	0	0
Invictavirus	6	10	0	6	4	0	0	0	0
Ilarvirus	6	2	0	2	0	0	0	0	0
Alphaendornavirus	5	4	0	1	3	0	0	0	4
Mitovirus	5	4	0	3	1	0	0	0	1
Avipoxvirus	79	141	0	96	44	1	0	0	31
Orthopoxvirus	39	42	0	26	16	0	0	0	0
Suipoxvirus	26	25	0	9	16	0	0	0	0
Capripoxvirus	24	11	0	8	3	0	0	0	0
Parapoxvirus	23	44	0	32	12	0	0	0	1
Cervidpoxvirus	22	7	0	3	3	0	0	0	0
Yatapoxvirus	13	12	0	6	6	0	0	0	0
Centapoxvirus	2	3	0	3	0	0	0	0	0
Betaentomopoxvirus	86	83	0	43	35	1	0	0	21
Alphaentomopoxvirus	10	7	0	6	1	0	0	0	2
Roseolovirus	53	549	0	365	174	0	0	0	11
Muromegalovirus	42	35	0	26	9	0	0	0	0
