study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA513845	SAMN10713957	SRS4236072	SRX5232587	SRR8423874	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423874/SRR8423874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423874/SRR8423874_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423874/SRR8423874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423874/SRR8423874_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423874	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423874		
PRJNA513845	SAMN10713958	SRS4236071	SRX5232586	SRR8423875	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423875/SRR8423875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423875/SRR8423875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423875/SRR8423875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423875/SRR8423875_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423875	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423875		
PRJNA513845	SAMN10713968	SRS4236077	SRX5232585	SRR8423876	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423876/SRR8423876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423876/SRR8423876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423876/SRR8423876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423876/SRR8423876_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423876	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423876		
PRJNA513845	SAMN10713967	SRS4236075	SRX5232584	SRR8423877	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423877/SRR8423877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423877/SRR8423877_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423877/SRR8423877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423877/SRR8423877_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423877	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423877		
PRJNA513845	SAMN10713953	SRS4236086	SRX5232583	SRR8423878	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423878/SRR8423878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423878/SRR8423878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423878/SRR8423878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423878/SRR8423878_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/008/SRR8423878	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/008/SRR8423878		
PRJNA513845	SAMN10713952	SRS4236078	SRX5232582	SRR8423879	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423879/SRR8423879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423879/SRR8423879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423879/SRR8423879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423879/SRR8423879_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423879	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423879		
PRJNA513845	SAMN10713951	SRS4236079	SRX5232581	SRR8423880	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423880/SRR8423880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423880/SRR8423880_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423880/SRR8423880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423880/SRR8423880_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423880	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423880		
PRJNA513845	SAMN10713950	SRS4236076	SRX5232580	SRR8423881	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423881/SRR8423881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423881/SRR8423881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423881/SRR8423881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423881/SRR8423881_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/001/SRR8423881	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/001/SRR8423881		
PRJNA513845	SAMN10713976	SRS4236085	SRX5232579	SRR8423882	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423882/SRR8423882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423882/SRR8423882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423882/SRR8423882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423882/SRR8423882_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/002/SRR8423882	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/002/SRR8423882		
PRJNA513845	SAMN10713975	SRS4236084	SRX5232578	SRR8423883	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423883/SRR8423883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423883/SRR8423883_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423883/SRR8423883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423883/SRR8423883_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/003/SRR8423883	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/003/SRR8423883		
PRJNA513845	SAMN10713974	SRS4236083	SRX5232577	SRR8423884	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423884/SRR8423884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423884/SRR8423884_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423884/SRR8423884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423884/SRR8423884_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423884	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423884		
PRJNA513845	SAMN10713973	SRS4236082	SRX5232576	SRR8423885	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423885/SRR8423885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423885/SRR8423885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423885/SRR8423885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423885/SRR8423885_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423885	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423885		
PRJNA513845	SAMN10713955	SRS4236081	SRX5232575	SRR8423886	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423886/SRR8423886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423886/SRR8423886_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423886/SRR8423886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423886/SRR8423886_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423886	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423886		
PRJNA513845	SAMN10713954	SRS4236080	SRX5232574	SRR8423887	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423887/SRR8423887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423887/SRR8423887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423887/SRR8423887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423887/SRR8423887_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423887	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423887		
PRJNA513845	SAMN10713959	SRS4236070	SRX5232573	SRR8423888	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423888/SRR8423888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423888/SRR8423888_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423888/SRR8423888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423888/SRR8423888_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/008/SRR8423888	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/008/SRR8423888		
PRJNA513845	SAMN10713958	SRS4236071	SRX5232572	SRR8423889	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423889/SRR8423889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423889/SRR8423889_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423889/SRR8423889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423889/SRR8423889_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423889	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423889		
PRJNA513845	SAMN10713961	SRS4236068	SRX5232571	SRR8423890	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423890/SRR8423890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423890/SRR8423890_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423890/SRR8423890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423890/SRR8423890_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423890	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423890		
PRJNA513845	SAMN10713960	SRS4236069	SRX5232570	SRR8423891	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423891/SRR8423891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423891/SRR8423891_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423891/SRR8423891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423891/SRR8423891_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/001/SRR8423891	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/001/SRR8423891		
PRJNA513845	SAMN10713955	SRS4236081	SRX5232569	SRR8423892	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423892/SRR8423892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423892/SRR8423892_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423892/SRR8423892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423892/SRR8423892_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/002/SRR8423892	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/002/SRR8423892		
PRJNA513845	SAMN10713954	SRS4236080	SRX5232568	SRR8423893	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423893/SRR8423893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423893/SRR8423893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423893/SRR8423893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423893/SRR8423893_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/003/SRR8423893	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/003/SRR8423893		
PRJNA513845	SAMN10713957	SRS4236072	SRX5232567	SRR8423894	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423894/SRR8423894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423894/SRR8423894_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423894/SRR8423894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423894/SRR8423894_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423894	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423894		
PRJNA513845	SAMN10713956	SRS4236073	SRX5232566	SRR8423895	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423895/SRR8423895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423895/SRR8423895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423895/SRR8423895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423895/SRR8423895_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423895	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423895		
PRJNA513845	SAMN10713963	SRS4236066	SRX5232565	SRR8423896	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423896/SRR8423896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423896/SRR8423896_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423896/SRR8423896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423896/SRR8423896_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423896	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423896		
PRJNA513845	SAMN10713962	SRS4236067	SRX5232564	SRR8423897	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423897/SRR8423897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423897/SRR8423897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423897/SRR8423897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423897/SRR8423897_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423897	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423897		
PRJNA513845	SAMN10713957	SRS4236072	SRX5232563	SRR8423898	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423898/SRR8423898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423898/SRR8423898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423898/SRR8423898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423898/SRR8423898_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/008/SRR8423898	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/008/SRR8423898		
PRJNA513845	SAMN10713958	SRS4236071	SRX5232562	SRR8423899	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423899/SRR8423899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423899/SRR8423899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423899/SRR8423899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423899/SRR8423899_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423899	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423899		
PRJNA513845	SAMN10713951	SRS4236079	SRX5232561	SRR8423900	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423900/SRR8423900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423900/SRR8423900_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423900/SRR8423900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423900/SRR8423900_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423900	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423900		
PRJNA513845	SAMN10713952	SRS4236078	SRX5232560	SRR8423901	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423901/SRR8423901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423901/SRR8423901_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423901/SRR8423901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423901/SRR8423901_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/001/SRR8423901	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/001/SRR8423901		
PRJNA513845	SAMN10713968	SRS4236077	SRX5232559	SRR8423902	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423902/SRR8423902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423902/SRR8423902_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423902/SRR8423902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423902/SRR8423902_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/002/SRR8423902	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/002/SRR8423902		
PRJNA513845	SAMN10713950	SRS4236076	SRX5232558	SRR8423903	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423903/SRR8423903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423903/SRR8423903_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423903/SRR8423903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423903/SRR8423903_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/003/SRR8423903	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/003/SRR8423903		
PRJNA513845	SAMN10713966	SRS4236074	SRX5232557	SRR8423904	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423904/SRR8423904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423904/SRR8423904_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423904/SRR8423904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423904/SRR8423904_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423904	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423904		
PRJNA513845	SAMN10713967	SRS4236075	SRX5232556	SRR8423905	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423905/SRR8423905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423905/SRR8423905_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423905/SRR8423905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423905/SRR8423905_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423905	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423905		
PRJNA513845	SAMN10713959	SRS4236070	SRX5232555	SRR8423906	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423906/SRR8423906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423906/SRR8423906_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423906/SRR8423906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423906/SRR8423906_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423906	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423906		
PRJNA513845	SAMN10713966	SRS4236074	SRX5232554	SRR8423907	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423907/SRR8423907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423907/SRR8423907_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423907/SRR8423907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423907/SRR8423907_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423907	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423907		
PRJNA513845	SAMN10713956	SRS4236073	SRX5232553	SRR8423908	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423908/SRR8423908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423908/SRR8423908_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423908/SRR8423908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423908/SRR8423908_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/008/SRR8423908	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/008/SRR8423908		
PRJNA513845	SAMN10713957	SRS4236072	SRX5232552	SRR8423909	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423909/SRR8423909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423909/SRR8423909_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423909/SRR8423909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423909/SRR8423909_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423909	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423909		
PRJNA513845	SAMN10713958	SRS4236071	SRX5232551	SRR8423910	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423910/SRR8423910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423910/SRR8423910_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423910/SRR8423910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423910/SRR8423910_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423910	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423910		
PRJNA513845	SAMN10713959	SRS4236070	SRX5232550	SRR8423911	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423911/SRR8423911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423911/SRR8423911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423911/SRR8423911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423911/SRR8423911_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/001/SRR8423911	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/001/SRR8423911		
