Genus	Basepaws_WGS1_Kraken2.kreport	Basepaws_WGS2_Kraken2.kreport	Bristle1_Kraken2.kreport	Kean5_Kraken2.kreport	Kean6a_Kraken2.kreport	Kean6b_Kraken2.kreport	Nebula_lcWGS_Kraken2.kreport	Ombre5_Kraken2.kreport	Ombre6_Kraken2.kreport	PetQCheck1_Kraken2.kreport	PetQCheck2_Kraken2.kreport	PetQCheck3_Kraken2.kreport	PetQCheck4_Kraken2.kreport	Psomagen1a_Kraken2.kreport	Psomagen1b_Kraken2.kreport	Psomagen2_Kraken2.kreport	Psomagen3_Kraken2.kreport	Psomagen4_Kraken2.kreport	SequencingDotCom_WGS_Kraken2.kreport	thryve2_Kraken2.kreport	thryve3a_Kraken2.kreport	thryve3b_Kraken2.kreport	thryve4_Kraken2.kreport	uBiome_Fecal2013_Kraken2.kreport	uBiome_Fecal2014_Kraken2.kreport	uBiome_Fecal2019_Kraken2.kreport	uBiome_Oral2014_Kraken2.kreport	uBiome_Oral2019_Kraken2.kreport	Veritas_WGS_Kraken2.kreport
Aerosticca	17	32013	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Alteromonas	1388	15093	10	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	1	35
Salinimonas	1286	2606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1
Marinobacter	920	49450	3	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	168
Glaciecola	609	5032	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	5
Paraglaciecola	590	3008	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	7
Catenovulum	370	3329	2	0	2	0	6	0	0	1	1	0	0	0	0	0	0	0	42	0	0	0	0	0	0	1	0	7	10
Hydrocarboniclastica	69	3726	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Lacimicrobium	64	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2
Saliniradius	57	1727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
Agarivorans	50	2437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
Shewanella	4772	53966	18	1	9	0	26	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	2	0	0	0	1	86
Parashewanella	399	1980	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	1
Pseudoalteromonas	4937	28645	11	0	1	0	18	1	0	1	0	0	0	0	0	0	0	0	383	0	0	0	0	3	0	0	0	7	127
Colwellia	1358	5812	11	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	175
Thalassotalea	234	3918	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	1	9
Litorilituus	125	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Moritella	550	2044	0	1	6	0	2	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	1	11
Psychromonas	367	1137	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	3
Idiomarina	178	4113	1	6	10	0	5	0	0	2	0	3	1	7	0	0	0	0	36	0	0	0	0	0	0	0	0	0	1
Ferrimonas	47	4228	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Vibrio	8875	93548	42	77	292	0	43	3	0	5	2	2	0	60	0	0	0	0	1068	1	3	0	1	9	1	0	2	22	349
Aliivibrio	831	2728	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	13
Photobacterium	751	7817	7	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	98	0	0	0	0	0	0	0	0	0	15
Paraphotobacterium	242	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1
Enterovibrio	145	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
Grimontia	105	1953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Salinivibrio	94	2534	1	36	88	0	1	0	0	1	1	2	0	25	0	0	0	0	31	0	0	0	0	0	0	0	0	0	21
Aeromonas	5066	79317	8	0	2	0	9	0	0	0	0	0	0	1	0	0	0	0	146	0	0	0	0	0	0	0	0	1	54
Oceanisphaera	190	4737	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	3	4
Tolumonas	73	2026	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	1	6	0	0	0	13	1	1	0	4	1
Zobellella	69	11967	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	46	0	0	0	0	0	0	0	0	3	25
Oceanimonas	37	7380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
Succinivibrio	134	707	3	0	9	0	2	0	0	0	0	0	0	2	0	0	0	0	43	0	0	0	0	0	0	0	0	0	1
Halomonas	1800	116215	15	2	2	0	26	0	0	0	0	0	1	1	0	0	0	0	350	0	0	0	0	0	0	1	0	1	108
CandidatusPortiera	82	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
CandidatusCarsonella	81	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	2	0	0	0	11
Zymobacter	51	2505	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CandidatusEvansia	28	191	1	12	37	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	5	0	1	0	0	1
Kushneria	136	11884	2	2	16	0	4	0	0	0	1	4	1	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	4
Cobetia	94	9263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1
Halotalea	54	4365	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pistricoccus	37	5435	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chromohalobacter	32	4950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Salinicola	23	6450	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	6
Marinomonas	575	5325	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	6
Marinobacterium	98	4749	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1
Thalassolituus	98	1653	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	1
Nitrincola	92	1645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2
Oleispira	74	1439	1	0	3	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0
Neptunomonas	60	1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3
Bacterioplanes	28	2206	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1
Alcanivorax	366	25969	2	0	10	0	2	0	0	2	3	1	0	1	0	0	0	0	35	0	0	0	0	2	0	0	0	0	18
Ketobacter	72	1918	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2
Gynuella	120	2531	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Saccharospirillum	79	11954	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Reinekea	55	1825	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0
Kangiella	216	4799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	9
Hahella	164	11522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	1	0	5
Oleiphilus	109	3973	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
Endozoicomonas	39	1315	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9
Litoricola	10	2073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Haemophilus	1675	48780	4258	4	17	0	16149	0	0	0	0	1	0	14	0	0	0	0	112587	0	0	0	0	0	1	0	358	2437	474
Pasteurella	624	3096916	10	5	51	0	90	3	0	1	0	6	0	1	0	0	0	0	851	0	2	2	0	5	1	2	4	122	65
Actinobacillus	490	54340	9	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	17	9
Aggregatibacter	426	31570	137	0	5	0	226	0	0	0	0	0	0	1	0	0	0	0	1918	0	0	0	0	1	0	0	16	4	264
Mannheimia	414	64931	3	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	5	82	9
Glaesserella	194	45383	5	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	194	0	0	0	0	0	0	0	2	5	4
Avibacterium	177	11604	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	1	0	0	1	7	10
Rodentibacter	132	2941	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	4
Histophilus	106	13260	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	1	25	2
Gallibacterium	97	4689	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	3
Bibersteinia	79	22920	1	0	0	0	5	0	0	0	0	12	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2
Basfia	74	6271	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	1
Otariodibacter	65	9709	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	3	28	1
Legionella	3196	20078	18	0	9	0	6	0	2	0	0	0	0	0	0	0	0	0	471	0	0	1	10	4	0	10	0	0	62
Fluoribacter	152	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2
Tatlockia	99	1604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5
Coxiella	231	1946	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	5
Aquicella	86	2180	0	4	6	0	1	0	2	1	0	0	0	1	0	0	0	0	5	0	0	1	1	0	0	0	6	66	5
Rickettsiella	77	1598	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Francisella	2077	8323	13	2	31	0	11	0	0	0	0	0	0	1	0	0	0	0	263	0	0	0	3	0	0	1	0	0	52
Allofrancisella	83	720	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	2
Piscirickettsia	230	3411	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	6
Thiomicrorhabdus	186	3636	3	8	38	0	0	3	3	0	3	2	0	4	0	0	0	0	7	4	3	3	7	16	3	2	1	1	1
Hydrogenovibrio	137	2594	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	2
Methylophaga	126	2085	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	2
Thiomicrospira	117	3902	2	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	29	0	0	0	1	0	0	1	0	1	0
Cycloclasticus	53	1067	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Beggiatoa	194	1391	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
Thioploca	111	1979	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	3
Acidihalobacter	404	19586	1	0	10	0	1	0	0	0	0	0	0	3	0	0	0	0	13	0	0	1	1	5	3	2	0	0	4
Thioalkalivibrio	279	33264	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	41	0	0	1	0	1	1	0	0	0	9
Spiribacter	131	15177	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
Ectothiorhodospira	98	16902	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	10
Halorhodospira	88	4084	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2
Alkalilimnicola	56	9317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Nitrosococcus	261	5640	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	17
Rheinheimera	166	2827	1	0	5	0	2	0	0	1	0	0	0	0	0	0	0	0	44	0	0	0	1	0	0	0	0	0	49
Marichromatium	87	11706	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Allochromatium	76	13120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4
CandidatusNitrosoglobus	69	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3
Thiocystis	66	7455	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1
Thiodictyon	55	7196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	3
Thioflavicoccus	55	5772	0	0	16	0	3	0	0	0	1	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	1	1
Thermochromatium	51	7105	1	1	1	0	0	0	0	0	0	0	1	3	0	0	0	0	33	0	0	0	0	5	0	0	0	0	1
Granulosicoccus	101	1708	5	8	23	0	0	1	0	0	0	0	0	6	0	0	0	0	23	1	1	0	0	0	0	0	0	0	0
Sulfuriflexus	60	2504	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
Wenzhouxiangella	122	10269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Halothiobacillus	99	10454	4	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0
Woeseia	87	5280	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	3
Guyparkeria	34	5141	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Thiohalobacter	30	11597	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	2
Sulfurivermis	29	7971	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6
Cellvibrio	431	12162	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	13
Agarilytica	358	1739	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	4
Saccharophagus	120	2547	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	12
Teredinibacter	98	3303	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	4
Simiduia	52	5083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3
Microbulbifer	770	30094	12	0	3	0	14	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	16	441
Halioglobus	161	6277	8	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	5
Congregibacter	111	3993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Kineobactrum	80	3373	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Zhongshania	83	1660	0	0	34	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Oceanicoccus	52	2163	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3
Spongiibacter	23	1959	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CandidatusRuthia	74	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	3
CandidatusThioglobus	218	2320	2	0	2	0	2	0	0	1	0	0	0	1	0	0	0	0	26	0	0	0	0	0	0	0	0	0	21
Pseudohongiella	116	2718	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Sedimenticola	46	6309	0	0	4	0	4	0	0	0	0	0	0	1	0	0	0	0	6	1	0	0	0	3	0	0	0	0	1
Gallaecimonas	45	1622	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiolapillus	41	4103	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
CandidatusNardonella	35	117	1	1	23	0	0	0	1	1	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0
Methylomonas	415	35058	0	3	27	0	1	0	0	0	1	0	0	2	0	0	0	0	23	8	0	1	1	6	0	4	0	2	5
Methylomicrobium	173	18363	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	1	4	0	1	0	1	60
CandidatusMethylospira	113	3641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	2
Methylovulum	106	4526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1
Methylocaldum	99	3960	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0
Methylococcus	84	8352	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3
Gilliamella	309	3139	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2
Frischella	114	761	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3
Solimonas	134	9588	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	3
Sinimarinibacterium	54	14275	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14
Steroidobacter	88	6444	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	2	0	0	0	2
Sulfurifustis	96	3639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Acidiferrobacter	41	4640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	2
Sulfuricaulis	16	7468	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dichelobacter	41	19194	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
Cardiobacterium	31	413662	1797	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	9180	0	0	0	0	0	0	0	33	5	14
Immundisolibacter	36	12962	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	1
Salinisphaera	21	5268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Campylobacter	6515	132498	1337	5	12	0	1197	0	0	0	0	0	0	3	0	0	0	0	14561	0	0	0	0	0	0	0	27	2269	212
Arcobacter	4743	23191	17	2	10	0	11	2	0	0	0	0	0	2	0	0	0	0	513	0	0	0	1	1	1	2	0	0	145
Halarcobacter	272	1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	16
Aliiarcobacter	177	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4
Sulfurospirillum	754	7407	2	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	1	0	0	0	0	22
Helicobacter	6334	19715	10	7	39	0	11	0	0	0	0	0	0	2	0	0	0	0	226	3	2	1	3	4	0	4	0	2	55
Sulfurimonas	1882	7378	3	0	8	0	2	0	0	0	0	0	0	1	0	0	0	0	114	0	0	0	0	0	0	0	0	0	12
Sulfuricurvum	39	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Wolinella	15	1472	0	8	29	0	0	0	0	0	0	0	0	3	0	0	0	0	12	0	0	0	1	11	0	1	0	0	9
Nitratifractor	76	2895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Nautilia	334	1440	1	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2
Cetia	142	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3
Caminibacter	67	2165	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	6
Sulfurovum	85	1645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4
Nitratiruptor	70	1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
Myxococcus	842	24710	8	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	26
Corallococcus	256	10679	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	14
Archangium	316	3600	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	15
Cystobacter	267	5357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	6
Melittangium	205	2846	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	2
Stigmatella	169	2915	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	7
Anaeromyxobacter	313	7557	1	3	7	0	1	0	0	0	0	0	0	1	0	0	0	0	52	0	0	2	0	0	0	0	0	0	15
Vulgatibacter	61	2816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
Sorangium	923	15349	10	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	76
Chondromyces	404	3096	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	6
Pajaroellobacter	55	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Minicystis	254	2730	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	2
Sandaracinus	177	3054	2	6	111	0	4	0	0	0	0	0	2	3	0	0	0	0	53	0	0	0	0	0	0	0	0	0	5
Labilithrix	164	2223	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	2	0	0	0	0	10
Haliangium	139	4070	0	1	9	0	0	0	0	0	0	1	0	1	0	0	0	0	45	0	0	0	0	0	0	0	0	0	5
Desulfosarcina	556	12854	1	3	10	0	5	2	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	112
Desulfobacula	265	1473	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	2	4
Desulfobacter	225	1933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1
Desulfatibacillum	195	1917	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1
Desulfobacterium	176	4045	1	1	10	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	1	1	0	0	0	0	0	0	3
Desulfococcus	130	6531	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	5
Desulfocapsa	114	1723	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0
Desulfurivibrio	95	10487	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1
Desulfotalea	89	2499	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Desulfobulbus	83	154319	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1
Desulfovibrio	1228	72838	3	9	1429	0	1	3	34	0	0	0	1	83	0	0	0	0	115	18	27	11	37	19	0	0	1	7	18
Pseudodesulfovibrio	321	11401	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	7
Lawsonia	100	667	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	10
Desulfocurvibacter	45	2228	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Desulfomicrobium	106	2497829	4	3	18	0	0	0	0	0	0	0	0	1	0	0	0	0	24	0	1	0	1	0	0	0	0	0	14
Desulfohalobium	38	1288	0	3	7	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
Geobacter	1273	34443	15	10	74	0	12	3	2	0	0	0	0	3	0	0	0	0	143	4	10	11	4	0	0	0	0	7	201
Geoalkalibacter	81	1832	0	0	2	0	0	0	0	1	0	1	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	15
Pelobacter	196	11760	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	17	0	0	0	0	2	5
